País,Región,Provincia,Distrito,Ubigeo,Población
Colombia,Atlántico,,Polonuevo,8558,20207
Colombia,Atlántico,,Ponedera,8560,26689
Colombia,Atlántico,,Puerto Colombia,8573,55463
Colombia,Atlántico,,Repelón,8606,29016
Colombia,Atlántico,,Sabanagrande,8634,36300
Colombia,Atlántico,,Sabanalarga,8638,104302
Colombia,Atlántico,,Santa Lucía,8675,17912
Colombia,Atlántico,,Santo Tomás,8685,33353
Colombia,Atlántico,,Soledad,8758,681835
Colombia,Atlántico,,Suan,8770,13185
Colombia,Atlántico,,Tubará,8832,19263
Colombia,Atlántico,,Usiacurí,8849,13692
Colombia,"Bogotá, D.C.",,"Bogotá, D.C.",11001,7929539
Colombia,Bolívar,,Cartagena de Indias,13001,1059626
Colombia,Bolívar,,Achí,13006,27266
Colombia,Bolívar,,Altos del Rosario,13030,12177
Colombia,Bolívar,,Arenal,13042,8004
Colombia,Bolívar,,Arjona,13052,75995
Colombia,Bolívar,,Arroyohondo,13062,8808
Colombia,Bolívar,,Barranco de Loba,13074,16337
Colombia,Bolívar,,Calamar,13140,24768
Colombia,Bolívar,,Cantagallo,13160,9101
Colombia,Bolívar,,Cicuco,13188,14761
Colombia,Bolívar,,Córdoba,13212,17565
Colombia,Bolívar,,Clemencia,13222,16224
Colombia,Bolívar,,El Carmen de Bolívar,13244,76550
Colombia,Bolívar,,El Guamo,13248,9481
Colombia,Bolívar,,El Peñón,13268,8136
Colombia,Bolívar,,Hatillo de Loba,13300,13286
Colombia,Bolívar,,Magangué,13430,146203
Colombia,Bolívar,,Mahates,13433,30352
Colombia,Bolívar,,Margarita,13440,11818
Colombia,Bolívar,,María La Baja,13442,50897
Colombia,Bolívar,,Montecristo,13458,18370
Colombia,Bolívar,,Mompós,13468,48799
Colombia,Bolívar,,Morales,13473,24811
Colombia,Bolívar,,Norosí,13490,10879
Colombia,Bolívar,,Pinillos,13549,26674
Colombia,Bolívar,,Regidor,13580,7562
Colombia,Bolívar,,Río Viejo,13600,11534
Colombia,Bolívar,,San Cristóbal,13620,8743
Colombia,Bolívar,,San Estanislao,13647,19987
Colombia,Bolívar,,San Fernando,13650,13841
Colombia,Bolívar,,San Jacinto,13654,25904
Colombia,Bolívar,,San Jacinto del Cauca,13655,11113
Colombia,Bolívar,,San Juan Nepomuceno,13657,40335
Colombia,Bolívar,,San Martín de Loba,13667,16079
Colombia,Bolívar,,San Pablo,13670,29770
Colombia,Bolívar,,Santa Catalina,13673,16039
Colombia,Bolívar,,Santa Rosa,13683,22912
Colombia,Bolívar,,Santa Rosa del Sur,13688,36114
Colombia,Bolívar,,Simití,13744,20066
Colombia,Bolívar,,Soplaviento,13760,11656
Colombia,Bolívar,,Talaigua Nuevo,13780,13986
Colombia,Bolívar,,Tiquisio,13810,19664
Colombia,Bolívar,,Turbaco,13836,115544
Colombia,Bolívar,,Turbaná,13838,17929
Colombia,Bolívar,,Villanueva,13873,25971
Colombia,Bolívar,,Zambrano,13894,12886
Colombia,Boyacá,,Tunja,15001,187286
Colombia,Boyacá,,Almeida,15022,2048
Colombia,Boyacá,,Aquitania,15047,16480
Colombia,Boyacá,,Arcabuco,15051,6341
Colombia,Boyacá,,Belén,15087,7987
Colombia,Boyacá,,Berbeo,15090,1700
Colombia,Boyacá,,Betéitiva,15092,2069
Colombia,Boyacá,,Boavita,15097,5422
Colombia,Boyacá,,Boyacá,15104,5448
Colombia,Boyacá,,Briceño,15106,2317
Colombia,Boyacá,,Buenavista,15109,4688
Colombia,Boyacá,,Busbanzá,15114,1200
Colombia,Boyacá,,Caldas,15131,3335
Colombia,Boyacá,,Campohermoso,15135,3299
Colombia,Boyacá,,Cerinza,15162,3945
Colombia,Boyacá,,Chinavita,15172,3412
Colombia,Boyacá,,Chiquinquirá,15176,60737
Colombia,Boyacá,,Chiscas,15180,4195
Colombia,Boyacá,,Chita,15183,8405
Colombia,Boyacá,,Chitaraque,15185,6226
Colombia,Boyacá,,Chivatá,15187,2995
Colombia,Boyacá,,Ciénega,15189,4963
Colombia,Boyacá,,Cómbita,15204,14040
Colombia,Boyacá,,Coper,15212,3832
Colombia,Boyacá,,Corrales,15215,2674
Colombia,Boyacá,,Covarachía,15218,2941
Colombia,Boyacá,,Cubará,15223,11295
Colombia,Boyacá,,Cucaita,15224,4020
Colombia,Boyacá,,Cuítiva,15226,1910
Colombia,Boyacá,,Chíquiza,15232,5026
Colombia,Boyacá,,Chivor,15236,2664
Colombia,Boyacá,,Duitama,15238,132894
Colombia,Boyacá,,El Cocuy,15244,4422
Colombia,Boyacá,,El Espino,15248,3248
Colombia,Boyacá,,Firavitoba,15272,7194
Colombia,Boyacá,,Floresta,15276,3461
Colombia,Boyacá,,Gachantivá,15293,2958
Colombia,Boyacá,,Gámeza,15296,5165
Colombia,Boyacá,,Garagoa,15299,19415
Colombia,Boyacá,,Guacamayas,15317,1967
Colombia,Boyacá,,Guateque,15322,11523
Colombia,Boyacá,,Guayatá,15325,3527
Colombia,Boyacá,,Güicán de La Sierra,15332,4545
Colombia,Boyacá,,Iza,15362,2094
Colombia,Boyacá,,Jenesano,15367,7755
Colombia,Boyacá,,Jericó,15368,4168
Colombia,Boyacá,,Labranzagrande,15377,3730
Colombia,Boyacá,,La Capilla,15380,2851
Colombia,Boyacá,,La Victoria,15401,1197
Colombia,Boyacá,,La Uvita,15403,3220
Colombia,Boyacá,,Villa de Leyva,15407,17627
Colombia,Boyacá,,Macanal,15425,5355
Colombia,Boyacá,,Maripí,15442,6078
Colombia,Boyacá,,Miraflores,15455,9481
Colombia,Boyacá,,Mongua,15464,4944
Colombia,Boyacá,,Monguí,15466,4485
Colombia,Boyacá,,Moniquirá,15469,24356
Colombia,Boyacá,,Motavita,15476,6021
Colombia,Boyacá,,Muzo,15480,9094
Colombia,Boyacá,,Nobsa,15491,17334
Colombia,Boyacá,,Nuevo Colón,15494,5493
Colombia,Boyacá,,Oicatá,15500,3047
Colombia,Boyacá,,Otanche,15507,8613
Colombia,Boyacá,,Pachavita,15511,2618
Colombia,Boyacá,,Páez,15514,3479
Colombia,Boyacá,,Paipa,15516,36429
Colombia,Boyacá,,Pajarito,15518,2544
Colombia,Boyacá,,Panqueba,15522,1814
Colombia,Boyacá,,Pauna,15531,7627
Colombia,Boyacá,,Paya,15533,2795
Colombia,Boyacá,,Paz de Río,15537,4515
Colombia,Boyacá,,Pesca,15542,7193
Colombia,Boyacá,,Pisba,15550,1875
Colombia,Boyacá,,Puerto Boyacá,15572,50667
Colombia,Boyacá,,Quípama,15580,5272
Colombia,Boyacá,,Ramiriquí,15599,10644
Colombia,Boyacá,,Ráquira,15600,8518
Colombia,Boyacá,,Rondón,15621,2548
Colombia,Boyacá,,Saboyá,15632,14623
Colombia,Boyacá,,Sáchica,15638,5933
Colombia,Boyacá,,Samacá,15646,19850
Colombia,Boyacá,,San Eduardo,15660,1767
Colombia,Boyacá,,San José de Pare,15664,5328
Colombia,Boyacá,,San Luis de Gaceno,15667,5877
Colombia,Boyacá,,San Mateo,15673,3568
Colombia,Boyacá,,San Miguel de Sema,15676,3203
Colombia,Boyacá,,San Pablo de Borbur,15681,7099
Colombia,Boyacá,,Santana,15686,8130
Colombia,Boyacá,,Santa María,15690,3758
Colombia,Boyacá,,Santa Rosa de Viterbo,15693,14128
Colombia,Boyacá,,Santa Sofía,15696,3398
Colombia,Boyacá,,Sativanorte,15720,2319
Colombia,Boyacá,,Sativasur,15723,1163
Colombia,Boyacá,,Siachoque,15740,7204
Colombia,Boyacá,,Soatá,15753,9518
Colombia,Boyacá,,Socotá,15755,7688
Colombia,Boyacá,,Socha,15757,8525
Colombia,Boyacá,,Sogamoso,15759,137759
Colombia,Boyacá,,Somondoco,15761,3088
Colombia,Boyacá,,Sora,15762,3239
Colombia,Boyacá,,Sotaquirá,15763,8791
Colombia,Boyacá,,Soracá,15764,6430
Colombia,Boyacá,,Susacón,15774,2868
Colombia,Boyacá,,Sutamarchán,15776,6587
Colombia,Boyacá,,Sutatenza,15778,4536
Colombia,Boyacá,,Tasco,15790,6216
Colombia,Boyacá,,Tenza,15798,4087
Colombia,Boyacá,,Tibaná,15804,9694
Colombia,Boyacá,,Tibasosa,15806,14063
Colombia,Boyacá,,Tinjacá,15808,3537
Colombia,Boyacá,,Tipacoque,15810,3522
Colombia,Boyacá,,Toca,15814,9428
Colombia,Boyacá,,Togüí,15816,4629
Colombia,Boyacá,,Tópaga,15820,3877
Colombia,Boyacá,,Tota,15822,5551
Colombia,Boyacá,,Tununguá,15832,1651
Colombia,Boyacá,,Turmequé,15835,6528
Colombia,Boyacá,,Tuta,15837,8915
Colombia,Boyacá,,Tutazá,15839,2193
Colombia,Boyacá,,Úmbita,15842,8043
Colombia,Boyacá,,Ventaquemada,15861,17012
Colombia,Boyacá,,Viracachá,15879,3006
Colombia,Boyacá,,Zetaquira,15897,4954
Colombia,Caldas,,Manizales,17001,457022
Colombia,Caldas,,Aguadas,17013,23525
Colombia,Caldas,,Anserma,17042,37573
Colombia,Caldas,,Aranzazu,17050,10863
Colombia,Caldas,,Belalcázar,17088,10950
Colombia,Caldas,,Chinchiná,17174,53609
Colombia,Caldas,,Filadelfia,17272,11737
Colombia,Caldas,,La Dorada,17380,75448
Colombia,Caldas,,La Merced,17388,6293
Colombia,Caldas,,Manzanares,17433,18789
Colombia,Caldas,,Marmato,17442,9284
Colombia,Caldas,,Marquetalia,17444,13701
Colombia,Caldas,,Marulanda,17446,2726
Colombia,Caldas,,Neira,17486,21644
Colombia,Caldas,,Norcasia,17495,6146
Colombia,Caldas,,Pácora,17513,15791
Colombia,Caldas,,Palestina,17524,16062
Colombia,Caldas,,Pensilvania,17541,20331
Colombia,Caldas,,Riosucio,17614,54078
Colombia,Caldas,,Risaralda,17616,11333
Colombia,Caldas,,Salamina,17653,20066
Colombia,Caldas,,Samaná,17662,21415
Colombia,Caldas,,San José,17665,4953
Colombia,Caldas,,Supía,17777,29990
Colombia,Caldas,,Victoria,17867,10525
Colombia,Caldas,,Villamaría,17873,69021
Colombia,Caldas,,Viterbo,17877,13235
Colombia,Caquetá,,Florencia,18001,179233
Colombia,Caquetá,,Albania,18029,4794
Colombia,Caquetá,,Belén de Los Andaquíes,18094,11557
Colombia,Caquetá,,Cartagena del Chairá,18150,32841
Colombia,Caquetá,,Curillo,18205,8109
Colombia,Caquetá,,El Doncello,18247,20336
Colombia,Caquetá,,El Paujíl,18256,19290
Colombia,Caquetá,,La Montañita,18410,15621
Colombia,Caquetá,,Milán,18460,10339
Colombia,Caquetá,,Morelia,18479,3930
Colombia,Caquetá,,Puerto Rico,18592,27890
Colombia,Caquetá,,San José del Fragua,18610,13801
Colombia,Caquetá,,San Vicente del Caguán,18753,54575
Colombia,Caquetá,,Solano,18756,12111
Colombia,Caquetá,,Solita,18785,6389
Colombia,Caquetá,,Valparaíso,18860,7346
Colombia,Cauca,,Popayán,19001,343011
Colombia,Cauca,,Almaguer,19022,19648
Colombia,Cauca,,Argelia,19050,28128
Colombia,Cauca,,Balboa,19075,22648
Colombia,Cauca,,Bolívar,19100,39731
Colombia,Cauca,,Buenos Aires,19110,35689
Colombia,Cauca,,Cajibío,19130,45019
Colombia,Cauca,,Caldono,19137,43224
Colombia,Cauca,,Caloto,19142,31552
Colombia,Cauca,,Corinto,19212,27111
Colombia,Cauca,,El Tambo,19256,57741
Colombia,Cauca,,Florencia,19290,5509
Colombia,Cauca,,Guachené,19300,20594
Colombia,Cauca,,Guapi,19318,29540
Colombia,Cauca,,Inzá,19355,31097
Colombia,Cauca,,Jambaló,19364,19297
Colombia,Cauca,,La Sierra,19392,11406
Colombia,Cauca,,La Vega,19397,26295
Colombia,Cauca,,López de Micay,19418,19958
Colombia,Cauca,,Mercaderes,19450,25097
Colombia,Cauca,,Miranda,19455,33748
Colombia,Cauca,,Morales,19473,42017
Colombia,Cauca,,Padilla,19513,10607
Colombia,Cauca,,Páez,19517,49628
Colombia,Cauca,,Patía,19532,39406
Colombia,Cauca,,Piamonte,19533,9807
Colombia,Cauca,,Piendamó - Tunía,19548,43961
Colombia,Cauca,,Puerto Tejada,19573,44610
Colombia,Cauca,,Puracé,19585,18619
Colombia,Cauca,,Rosas,19622,12271
Colombia,Cauca,,San Sebastián,19693,11759
Colombia,Cauca,,Santander de Quilichao,19698,118031
Colombia,Cauca,,Santa Rosa,19701,5675
Colombia,Cauca,,Silvia,19743,40404
Colombia,Cauca,,Sotará Paispamba,19760,15010
Colombia,Cauca,,Suárez,19780,34094
Colombia,Cauca,,Sucre,19785,10044
Colombia,Cauca,,Timbío,19807,38091
Colombia,Cauca,,Timbiquí,19809,28111
Colombia,Cauca,,Toribío,19821,37582
Colombia,Cauca,,Totoró,19824,26580
Colombia,Cauca,,Villa Rica,19845,22156
Colombia,Cesar,,Valledupar,20001,567593
Colombia,Cesar,,Aguachica,20011,128425
Colombia,Cesar,,Agustín Codazzi,20013,70929
Colombia,Cesar,,Astrea,20032,23300
Colombia,Cesar,,Becerril,20045,25208
Colombia,Cesar,,Bosconia,20060,46856
Colombia,Cesar,,Chimichagua,20175,39670
Colombia,Cesar,,Chiriguaná,20178,32291
Colombia,Cesar,,Curumaní,20228,43557
Colombia,Cesar,,El Copey,20238,34993
Colombia,Cesar,,El Paso,20250,43619
Colombia,Cesar,,Gamarra,20295,17452
Colombia,Cesar,,González,20310,4889
Colombia,Cesar,,La Gloria,20383,19962
Colombia,Cesar,,La Jagua de Ibirico,20400,54368
Colombia,Cesar,,Manaure Balcón del Cesar,20443,11765
Colombia,Cesar,,Pailitas,20517,21642
Colombia,Cesar,,Pelaya,20550,24170
Colombia,Cesar,,Pueblo Bello,20570,31317
Colombia,Cesar,,Río de Oro,20614,19557
Colombia,Cesar,,La Paz,20621,32358
Colombia,Cesar,,San Alberto,20710,30644
Colombia,Cesar,,San Diego,20750,22067
Colombia,Cesar,,San Martín,20770,31062
Colombia,Cesar,,Tamalameque,20787,17792
Colombia,Córdoba,,Montería,23001,527456
Colombia,Córdoba,,Ayapel,23068,49191
Colombia,Córdoba,,Buenavista,23079,22777
Colombia,Córdoba,,Canalete,23090,16563
Colombia,Córdoba,,Cereté,23162,114106
Colombia,Córdoba,,Chimá,23168,19019
Colombia,Córdoba,,Chinú,23182,51639
Colombia,Córdoba,,Ciénaga de Oro,23189,63710
Colombia,Córdoba,,Cotorra,23300,20538
Colombia,Córdoba,,La Apartada,23350,15806
Colombia,Córdoba,,Lorica,23417,118451
Colombia,Córdoba,,Los Córdobas,23419,20339
Colombia,Córdoba,,Momil,23464,21094
Colombia,Córdoba,,Montelíbano,23466,86647
Colombia,Córdoba,,Moñitos,23500,32414
Colombia,Córdoba,,Planeta Rica,23555,68822
Colombia,Córdoba,,Pueblo Nuevo,23570,38645
Colombia,Córdoba,,Puerto Escondido,23574,25717
Colombia,Córdoba,,Puerto Libertador,23580,45416
Colombia,Córdoba,,Purísima de La Concepción,23586,18581
Colombia,Córdoba,,Sahagún,23660,116069
Colombia,Córdoba,,San Andrés Sotavento,23670,50790
Colombia,Córdoba,,San Antero,23672,36581
Colombia,Córdoba,,San Bernardo del Viento,23675,40064
Colombia,Córdoba,,San Carlos,23678,29214
Colombia,Córdoba,,San José de Uré,23682,14693
Colombia,Córdoba,,San Pelayo,23686,55067
Colombia,Córdoba,,Tierralta,23807,99803
Colombia,Córdoba,,Tuchín,23815,57021
Colombia,Córdoba,,Valencia,23855,38545
Colombia,Cundinamarca,,Agua de Dios,25001,14082
Colombia,Cundinamarca,,Albán,25019,7737
Colombia,Cundinamarca,,Anapoima,25035,17713
Colombia,Cundinamarca,,Anolaima,25040,16554
Colombia,Cundinamarca,,Arbeláez,25053,12598
Colombia,Cundinamarca,,Beltrán,25086,2129
Colombia,Cundinamarca,,Bituima,25095,2944
Colombia,Cundinamarca,,Bojacá,25099,12189
Colombia,Cundinamarca,,Cabrera,25120,5678
Colombia,Cundinamarca,,Cachipay,25123,11993
Colombia,Cundinamarca,,Cajicá,25126,101582
Colombia,Cundinamarca,,Caparrapí,25148,14809
Colombia,Cundinamarca,,Cáqueza,25151,20532
Colombia,Cundinamarca,,Carmen de Carupa,25154,8995
Colombia,Cundinamarca,,Chaguaní,25168,4959
Colombia,Cundinamarca,,Chía,25175,163306
Colombia,Cundinamarca,,Chipaque,25178,11388
Colombia,Cundinamarca,,Choachí,25181,13112
Colombia,Cundinamarca,,Chocontá,25183,24929
Colombia,Cundinamarca,,Cogua,25200,26870
Colombia,Cundinamarca,,Cota,25214,40316
Colombia,Cundinamarca,,Cucunubá,25224,9187
Colombia,Cundinamarca,,El Colegio,25245,29077
Colombia,Cundinamarca,,El Peñón,25258,5510
Colombia,Cundinamarca,,El Rosal,25260,26052
Colombia,Cundinamarca,,Facatativá,25269,171926
Colombia,Cundinamarca,,Fómeque,25279,14422
Colombia,Cundinamarca,,Fosca,25281,6858
Colombia,Cundinamarca,,Funza,25286,115217
Colombia,Cundinamarca,,Fúquene,25288,5844
Colombia,Cundinamarca,,Fusagasugá,25290,170450
Colombia,Cundinamarca,,Gachalá,25293,5137
Colombia,Cundinamarca,,Gachancipá,25295,20749
Colombia,Cundinamarca,,Gachetá,25297,9891
Colombia,Cundinamarca,,Gama,25299,3669
Colombia,Cundinamarca,,Girardot,25307,123329
Colombia,Cundinamarca,,Granada,25312,8478
Colombia,Cundinamarca,,Guachetá,25317,16018
Colombia,Cundinamarca,,Guaduas,25320,37059
Colombia,Cundinamarca,,Guasca,25322,18569
Colombia,Cundinamarca,,Guataquí,25324,3440
Colombia,Cundinamarca,,Guatavita,25326,7605
Colombia,Cundinamarca,,Guayabal de Síquima,25328,5337
Colombia,Cundinamarca,,Guayabetal,25335,7542
Colombia,Cundinamarca,,Gutiérrez,25339,4057
Colombia,Cundinamarca,,Jerusalén,25368,2673
Colombia,Cundinamarca,,Junín,25372,6827
Colombia,Cundinamarca,,La Calera,25377,36473
Colombia,Cundinamarca,,La Mesa,25386,40004
Colombia,Cundinamarca,,La Palma,25394,11166
Colombia,Cundinamarca,,La Peña,25398,6957
Colombia,Cundinamarca,,La Vega,25402,20691
Colombia,Cundinamarca,,Lenguazaque,25407,12113
Colombia,Cundinamarca,,Machetá,25426,7201
Colombia,Cundinamarca,,Madrid,25430,139005
Colombia,Cundinamarca,,Manta,25436,4361
Colombia,Cundinamarca,,Medina,25438,9404
Colombia,Cundinamarca,,Mosquera,25473,155479
Colombia,Cundinamarca,,Nariño,25483,2807
Colombia,Cundinamarca,,Nemocón,25486,16093
Colombia,Cundinamarca,,Nilo,25488,13148
Colombia,Cundinamarca,,Nimaima,25489,4262
Colombia,Cundinamarca,,Nocaima,25491,7299
Colombia,Cundinamarca,,Venecia,25506,5033
Colombia,Cundinamarca,,Pacho,25513,29334
Colombia,Cundinamarca,,Paime,25518,4870
Colombia,Cundinamarca,,Pandi,25524,5984
Colombia,Cundinamarca,,Paratebueno,25530,10165
Colombia,Cundinamarca,,Pasca,25535,10870
Colombia,Cundinamarca,,Puerto Salgar,25572,18781
Colombia,Cundinamarca,,Pulí,25580,3948
Colombia,Cundinamarca,,Quebradanegra,25592,5583
Colombia,Cundinamarca,,Quetame,25594,6019
Colombia,Cundinamarca,,Quipile,25596,7364
Colombia,Cundinamarca,,Apulo,25599,9885
Colombia,Cundinamarca,,Ricaurte,25612,15820
Colombia,Cundinamarca,,San Antonio del Tequendama,25645,14259
Colombia,Cundinamarca,,San Bernardo,25649,10020
Colombia,Cundinamarca,,San Cayetano,25653,5737
Colombia,Cundinamarca,,San Francisco,25658,13083
Colombia,Cundinamarca,,San Juan de Rioseco,25662,9699
Colombia,Cundinamarca,,Sasaima,25718,12914
Colombia,Cundinamarca,,Sesquilé,25736,13929
Colombia,Cundinamarca,,Sibaté,25740,41054
Colombia,Cundinamarca,,Silvania,25743,26173
Colombia,Cundinamarca,,Simijaca,25745,15634
Colombia,Cundinamarca,,Soacha,25754,806253
Colombia,Cundinamarca,,Sopó,25758,31775
Colombia,Cundinamarca,,Subachoque,25769,18064
Colombia,Cundinamarca,,Suesca,25772,20760
Colombia,Cundinamarca,,Supatá,25777,6231
Colombia,Cundinamarca,,Susa,25779,7744
Colombia,Cundinamarca,,Sutatausa,25781,7163
Colombia,Cundinamarca,,Tabio,25785,26505
Colombia,Cundinamarca,,Tausa,25793,9711
Colombia,Cundinamarca,,Tena,25797,11583
Colombia,Cundinamarca,,Tenjo,25799,26834
Colombia,Cundinamarca,,Tibacuy,25805,5177
Colombia,Cundinamarca,,Tibirita,25807,3742
Colombia,Cundinamarca,,Tocaima,25815,18885
Colombia,Cundinamarca,,Tocancipá,25817,48318
Colombia,Cundinamarca,,Topaipí,25823,4849
Colombia,Cundinamarca,,Ubalá,25839,9004
Colombia,Cundinamarca,,Ubaque,25841,7971
Colombia,Cundinamarca,,Villa de San Diego de Ubaté,25843,52218
Colombia,Cundinamarca,,Une,25845,8330
Colombia,Cundinamarca,,Útica,25851,5060
Colombia,Cundinamarca,,Vergara,25862,8050
Colombia,Cundinamarca,,Vianí,25867,5231
Colombia,Cundinamarca,,Villagómez,25871,2063
Colombia,Cundinamarca,,Villapinzón,25873,20735
Colombia,Cundinamarca,,Villeta,25875,32655
Colombia,Cundinamarca,,Viotá,25878,15739
Colombia,Cundinamarca,,Yacopí,25885,14440
Colombia,Cundinamarca,,Zipacón,25898,5615
Colombia,Cundinamarca,,Zipaquirá,25899,160629
Colombia,Chocó,,Quibdó,27001,144610
Colombia,Chocó,,Acandí,27006,15868
Colombia,Chocó,,Alto Baudó,27025,31267
Colombia,Chocó,,Atrato,27050,6841
Colombia,Chocó,,Bagadó,27073,11843
Colombia,Chocó,,Bahía Solano,27075,11477
Colombia,Chocó,,Bajo Baudó,27077,33930
Colombia,Chocó,,Bojayá,27099,13719
Colombia,Chocó,,El Cantón del San Pablo,27135,6906
Colombia,Chocó,,Carmen del Darién,27150,22154
Colombia,Chocó,,Cértegui,27160,6203
Colombia,Chocó,,Condoto,27205,13928
Colombia,Chocó,,El Carmen de Atrato,27245,9273
Colombia,Chocó,,El Litoral del San Juan,27250,25403
Colombia,Chocó,,Istmina,27361,33814
Colombia,Chocó,,Juradó,27372,7535
Colombia,Chocó,,Lloró,27413,10611
Colombia,Chocó,,Medio Atrato,27425,12894
Colombia,Chocó,,Medio Baudó,27430,16893
Colombia,Chocó,,Medio San Juan,27450,11764
Colombia,Chocó,,Nóvita,27491,10384
Colombia,Chocó,,Nuquí,27495,18229
Colombia,Chocó,,Río Iró,27580,5885
Colombia,Chocó,,Río Quito,27600,9158
Colombia,Chocó,,Riosucio,27615,63383
Colombia,Chocó,,San José del Palmar,27660,5697
Colombia,Chocó,,Sipí,27745,3612
Colombia,Chocó,,Tadó,27787,20154
Colombia,Chocó,,Unguía,27800,14551
Colombia,Chocó,,Unión Panamericana,27810,7492
Colombia,Huila,,Neiva,41001,384242
Colombia,Huila,,Acevedo,41006,27138
Colombia,Huila,,Agrado,41013,9491
Colombia,Huila,,Aipe,41016,17547
Colombia,Huila,,Algeciras,41020,24328
Colombia,Huila,,Altamira,41026,4602
Colombia,Huila,,Baraya,41078,8969
Colombia,Huila,,Campoalegre,41132,33508
Colombia,Huila,,Colombia,41206,7789
Colombia,Huila,,Elías,41244,4582
Colombia,Huila,,Garzón,41298,78726
Colombia,Huila,,Gigante,41306,26616
Colombia,Huila,,Guadalupe,41319,19508
Colombia,Huila,,Hobo,41349,7841
Colombia,Huila,,Íquira,41357,10053
Colombia,Huila,,Isnos,41359,27543
Colombia,Huila,,La Argentina,41378,14061
Colombia,Huila,,La Plata,41396,66461
Colombia,Huila,,Nátaga,41483,7028
Colombia,Huila,,Oporapa,41503,12701
Colombia,Huila,,Paicol,41518,7174
Colombia,Huila,,Palermo,41524,28571
Colombia,Huila,,Palestina,41530,12226
Colombia,Huila,,Pital,41548,14966
Colombia,Huila,,Pitalito,41551,135688
Colombia,Huila,,Rivera,41615,26458
Colombia,Huila,,Saladoblanco,41660,11405
Colombia,Huila,,San Agustín,41668,35994
Colombia,Huila,,Santa María,41676,11293
Colombia,Huila,,Suaza,41770,23832
Colombia,Huila,,Tarqui,41791,19013
Colombia,Huila,,Tesalia,41797,11610
Colombia,Huila,,Tello,41799,12759
Colombia,Huila,,Teruel,41801,8699
Colombia,Huila,,Timaná,41807,23681
Colombia,Huila,,Villavieja,41872,7865
Colombia,Huila,,Yaguará,41885,8305
Colombia,La Guajira,,Riohacha,44001,226715
Colombia,La Guajira,,Albania,44035,35785
Colombia,La Guajira,,Barrancas,44078,43744
Colombia,La Guajira,,Dibulla,44090,46710
Colombia,La Guajira,,Distracción,44098,15636
Colombia,La Guajira,,El Molino,44110,8579
Colombia,La Guajira,,Fonseca,44279,51188
Colombia,La Guajira,,Hatonuevo,44378,24362
Colombia,La Guajira,,La Jagua del Pilar,44420,4146
Colombia,La Guajira,,Maicao,44430,203769
Colombia,La Guajira,,Manaure,44560,98601
Colombia,La Guajira,,San Juan del Cesar,44650,55912
Colombia,La Guajira,,Uribia,44847,195532
Colombia,La Guajira,,Urumita,44855,12822
Colombia,La Guajira,,Villanueva,44874,33751
Colombia,Magdalena,,Santa Marta,47001,561281
Colombia,Magdalena,,Algarrobo,47030,17777
Colombia,Magdalena,,Aracataca,47053,45393
Colombia,Magdalena,,Ariguaní,47058,34117
Colombia,Magdalena,,Cerro de San Antonio,47161,11282
Colombia,Magdalena,,Chibolo,47170,24932
Colombia,Magdalena,,Ciénaga,47189,133601
Colombia,Magdalena,,Concordia,47205,11906
Colombia,Magdalena,,El Banco,47245,74147
Colombia,Magdalena,,El Piñón,47258,25694
Colombia,Magdalena,,El Retén,47268,21875
Colombia,Magdalena,,Fundación,47288,75067
Colombia,Magdalena,,Guamal,47318,30354
Colombia,Magdalena,,Nueva Granada,47460,22349
Colombia,Magdalena,,Pedraza,47541,10544
Colombia,Magdalena,,Pijiño del Carmen,47545,13675
Colombia,Magdalena,,Pivijay,47551,42136
Colombia,Magdalena,,Plato,47555,70559
Colombia,Magdalena,,Puebloviejo,47570,34212
Colombia,Magdalena,,Remolino,47605,12939
Colombia,Magdalena,,Sabanas de San Ángel,47660,17662
Colombia,Magdalena,,Salamina,47675,12138
Colombia,Magdalena,,San Sebastián de Buenavista,47692,22375
Colombia,Magdalena,,San Zenón,47703,13465
Colombia,Magdalena,,Santa Ana,47707,27959
Colombia,Magdalena,,Santa Bárbara de Pinto,47720,11739
Colombia,Magdalena,,Sitionuevo,47745,30855
Colombia,Magdalena,,Tenerife,47798,14922
Colombia,Magdalena,,Zapayán,47960,11034
Colombia,Magdalena,,Zona Bananera,47980,77793
Colombia,Meta,,Villavicencio,50001,585858
Colombia,Meta,,Acacías,50006,96750
Colombia,Meta,,Barranca de Upía,50110,7181
Colombia,Meta,,Cabuyaro,50124,6652
Colombia,Meta,,Castilla la Nueva,50150,15896
Colombia,Meta,,Cubarral,50223,7825
Colombia,Meta,,Cumaral,50226,25201
Colombia,Meta,,El Calvario,50245,1905
Colombia,Meta,,El Castillo,50251,8665
Colombia,Meta,,El Dorado,50270,4341
Colombia,Meta,,Fuente de Oro,50287,13347
Colombia,Meta,,Granada,50313,76058
Colombia,Meta,,Guamal,50318,15593
Colombia,Meta,,Mapiripán,50325,7573
Colombia,Meta,,Mesetas,50330,12370
Colombia,Meta,,La Macarena,50350,29267
Colombia,Meta,,Uribe,50370,10124
Colombia,Meta,,Lejanías,50400,12550
Colombia,Meta,,Puerto Concordia,50450,9171
Colombia,Meta,,Puerto Gaitán,50568,46127
Colombia,Meta,,Puerto López,50573,33556
Colombia,Meta,,Puerto Lleras,50577,11461
Colombia,Meta,,Puerto Rico,50590,13832
Colombia,Meta,,Restrepo,50606,20176
